package_name,app_name,min_sdk,target_sdk,app_size_mb,label
com.one97.mconnect.service,Paytm 2025,25,32,81.51,benign
com.skyspot.Trading.free,Axis Bank Pro,23,34,17.56,malicious
com.bankofbaroda.icici.free,HDFC Bank 2025,29,36,153.34,benign
com.saltedge.znqxc.pro,RBL Credit Card Free,22,24,2.11,malicious
com.hdfcbank.SBIFreedomPlus,IDBI Bank,23,32,212.54,benign
com.rc888.nwacm,Sbi Cards Services,20,25,44.97,malicious
com.saltedge.nwacm.free,Му Cаrԁs,17,25,21.33,malicious
in.phonepe.IDBI,iMobile Secure,19,34,94.45,benign
net.fedmobile.lotusintouch.secure,Paytm,29,34,219.31,benign
net.csam.icici,BHIM,29,35,166.29,benign
com.mbxajzg.android,Axis Bank,16,33,34.8,malicious
in.snapwork.indus,IndusMobile Pro,30,35,154.99,benign
com.bankofbaroda.npci,IDBI Bank Lite,20,35,170.88,benign
com.org.SBIFreedomPlus.secure,Yono Lite SBI Secure,26,34,241.63,benign
in.sbi.mobile,iMobile,29,36,227.56,benign
com.org.paytm,BHIM,19,31,136.93,benign
com.hdfcbank.icici,BHIM,29,33,151.76,benign
com.phonepe.mobile,Axis Mobile,31,31,136.09,benign
net.hdfcbank.hdfc,Kotak811 Lite,21,30,181.03,benign
com.csam.mobile.secure,BHIM,28,35,63.21,benign
in.hdfcbank.paytm.free,PhonePe,23,36,79.3,benign
com.example.Trading.service,Му Cаrԁs,20,30,1.25,malicious
com.fedmobile.android,bob World,19,36,188.17,benign
in.phonepe.indus.pro,bob World,21,29,127.51,benign
com.example.Trading,Sbi Cards Services Secure,15,32,34.04,malicious
com.axis.SBIFreedomPlus,IDBI Bank,27,34,94.35,benign
com.tus.fake_oauth_client_xf,AXIS Credit Card,18,23,36.82,malicious
com.fss.lotusintouch.pro,HDFC Bank App,20,33,201.07,benign
in.bankofbaroda.mconnect.update,HDFC Bank App,21,30,67.29,benign
in.snapwork.instantsavingsupiscanandpayrecharge,bob World Lite,31,31,176.31,benign
com.rc888.android,Іոԁusіոԁ Crеԁіt Cаrԁ Lite,21,36,16.22,malicious
com.skyspot.ubxzjtjugbt,ІΝDUЅІΝD Crеԁіt Cаrԁ,21,23,31.24,malicious
com.sbi.SBIFreedomPlus.lite,Axis Mobile Free,23,36,54.53,benign
com.bankofbaroda.IDBI,IndusMobile,24,35,223.07,benign
com.saltedge.android,System Update,24,32,33.8,malicious
in.axis.npci.service,Axis Mobile,19,31,134.61,benign
in.axis.SBIFreedomPlus.free,iMobile,25,31,75.75,benign
com.lgcylq.nwacm.lite,Ѕbі Crеԁіt Cаrԁ Secure,22,35,29.46,malicious
in.phonepe.hdfc,Paytm,30,33,96.84,benign
com.axis.SBIFreedomPlus,Kotak811 Free,29,35,95.31,benign
com.nwpnit.ubxzjtjugbt,AXIS Credit Card,24,33,3.27,malicious
com.tus.ubxzjtjugbt,AXIS Credit Card Secure,21,35,40.49,malicious
in.snapwork.app.pro,HDFC Bank Free,19,33,153.5,benign
com.uvsjtq.znqxc,Іոԁusіոԁ Crеԁіt Cаrԁ Free,23,35,5.54,malicious
in.one97.lotusintouch,IDBI Bank 2025,29,36,226.4,benign
com.uvsjtq.baxi,AXIS Credit Card 2025,16,31,7.43,malicious
com.nwpnit.znqxc.lite,Sbi Cards Services,22,33,6.07,malicious
net.kotak811mobilebankingapp.mconnect,Paytm,25,30,37.58,benign
com.rc888.Trading,Flash Player,15,33,35.24,malicious
net.fedmobile.indus.free,IDBI Bank,26,33,186.87,benign
com.org.indus,HDFC Bank App Secure,31,32,62.51,benign
in.axis.SBIFreedomPlus,IDBI Bank,25,31,214.19,benign
com.one97.lotusintouch,iMobile,21,35,50.52,benign
com.rc888.efdfbbp,YONO SBI Lite,19,34,37.12,malicious
in.fss.hdfc,PhonePe,30,32,161.01,benign
com.hdfcbank.mconnect.pro,PhonePe Lite,23,32,241.93,benign
net.org.android,bob World Secure,28,33,154.27,benign
com.tus.jkohjvyijw.lite,mуCаrԁ,20,30,21.14,malicious
com.rc888.example.service,Free Gift Rewards,15,32,8.94,malicious
com.sbi.lotusintouch.pro,IndusMobile,28,32,178.94,benign
com.NWilfxj.nwacm.secure,Proteção Cartões Pro,21,35,11.85,malicious
net.fedmobile.instantsavingsupiscanandpayrecharge,YONO SBI Free,19,29,187.27,benign
in.fedmobile.npci,PhonePe,30,33,41.8,benign
com.hdfcbank.indus,Kotak811 2025,24,36,133.35,benign
net.fss.paytm,Axis Mobile,22,34,188.83,benign
in.hdfcbank.IDBI,Axis Mobile Secure,23,29,108.69,benign
com.tus.Trading,Му Cаrԁs Lite,20,29,7.0,malicious
in.org.app,IDBI Bank Pro,30,30,152.85,benign
com.NWilfxj.nwacm,Flash Player,20,23,19.39,malicious
com.sbi.npci,iMobile,26,33,71.89,benign
net.sbi.instantsavingsupiscanandpayrecharge.update,iMobile,30,36,219.61,benign
net.bankofbaroda.IDBI,Yono Lite SBI,22,32,107.3,benign
in.org.android.secure,BHIM 2025,30,30,229.04,benign
net.one97.android,HDFC Bank,19,33,142.82,benign
net.fss.mconnect,FedMobile Lite,30,34,145.16,benign
com.org.IDBI,FedMobile,30,35,229.0,benign
net.org.instantsavingsupiscanandpayrecharge.pro,Kotak811 Pro,24,32,232.29,benign
in.csam.hdfc,Paytm,26,32,173.01,benign
com.rc888.FxKDr,Axis Bank Secure,17,22,32.73,malicious
net.sbi.lotusintouch.secure,Axis Mobile,28,34,110.18,benign
net.kotak811mobilebankingapp.app,IndusMobile Secure,25,31,180.2,benign
net.bankofbaroda.IDBI,IDBI Bank,28,35,243.86,benign
net.bankofbaroda.paytm,HDFC Bank Secure,21,34,231.29,benign
in.hdfcbank.icici.secure,bob World Lite,24,32,51.38,benign
com.snapwork.instantsavingsupiscanandpayrecharge,PhonePe,25,34,91.96,benign
com.uvsjtq.example.update,ІΝDUЅІΝD Crеԁіt Cаrԁ Secure,23,33,1.58,malicious
in.fedmobile.mconnect,HDFC Bank App,26,32,132.93,benign
net.snapwork.icici.secure,BHIM Lite,31,32,160.64,benign
net.bankofbaroda.android,Axis Mobile Free,31,36,140.96,benign
net.snapwork.npci,iMobile,23,36,53.39,benign
net.hdfcbank.mobile.service,IndusMobile,20,33,44.49,benign
com.nwpnit.NkTdhVmwB.service,Free Gift Rewards,25,27,6.01,malicious
com.saltedge.efdfbbp,Flash Player,15,31,42.48,malicious
net.hdfcbank.instantsavingsupiscanandpayrecharge,IDBI Bank,25,28,191.31,benign
in.one97.icici,HDFC Bank,20,29,198.56,benign
com.example.ubxzjtjugbt.lite,Free Gift Rewards,24,35,7.75,malicious
net.one97.mobile,bob World,30,30,126.28,benign
com.sbi.paytm,HDFC Bank App,19,31,180.0,benign
in.axis.mobile.lite,BHIM,19,33,189.66,benign
com.one97.android,Yono Lite SBI,19,34,249.9,benign
com.fss.npci.service,FedMobile,22,28,123.29,benign
in.axis.SBIFreedomPlus,Paytm,29,35,149.39,benign
com.example.znqxc,Flash Player Lite,16,33,7.47,malicious
com.hFEOw.FxKDr,YONO SBI,16,26,7.34,malicious
com.uvsjtq.znqxc,Free Gift Rewards,19,29,3.43,malicious
in.one97.npci.secure,Paytm,30,33,209.17,benign
com.hFEOw.znqxc.update,Flash Player Secure,16,32,28.91,malicious
com.phonepe.app.pro,Kotak811,22,30,185.12,benign
com.kotak811mobilebankingapp.lotusintouch,Paytm,31,35,45.49,benign
com.snapwork.mobile.secure,BHIM,29,34,98.57,benign
in.bankofbaroda.mobile.free,IndusMobile,30,30,62.14,benign
net.kotak811mobilebankingapp.lotusintouch,PhonePe,27,33,193.45,benign
in.axis.icici,Axis Mobile Pro,27,36,212.84,benign
com.lgcylq.jkohjvyijw,Axis Bank 2025,24,29,32.85,malicious
com.org.npci,HDFC Bank App Secure,24,35,37.54,benign
com.rc888.fake_oauth_client_xf.pro,Му Cаrԁs Free,23,24,15.18,malicious
net.fss.lotusintouch,Kotak811 Secure,26,34,116.07,benign
com.uvsjtq.Trading,Flash Player,18,24,40.86,malicious
com.org.paytm,YONO SBI 2025,30,33,206.06,benign
in.one97.SBIFreedomPlus,YONO SBI,22,34,61.5,benign
com.mbxajzg.FxKDr,RBL Credit Card,21,26,44.12,malicious
net.phonepe.lotusintouch,IDBI Bank,21,28,120.15,benign
net.bankofbaroda.icici,PhonePe Pro,25,35,93.12,benign
net.phonepe.indus,HDFC Bank,28,28,87.84,benign
com.phonepe.android,HDFC Bank Lite,30,33,163.35,benign
net.axis.app.pro,PhonePe,27,36,71.01,benign
net.kotak811mobilebankingapp.lotusintouch.secure,IDBI Bank,21,35,89.47,benign
in.phonepe.android,Paytm,27,32,211.04,benign
net.kotak811mobilebankingapp.indus.service,PhonePe,19,28,210.9,benign
com.snapwork.SBIFreedomPlus,Yono Lite SBI,27,34,211.5,benign
com.NWilfxj.android.pro,Axis Bank,24,31,30.01,malicious
net.one97.npci.free,FedMobile,21,33,52.56,benign
net.phonepe.SBIFreedomPlus,iMobile,26,28,81.85,benign
com.csam.IDBI,IndusMobile Lite,31,36,155.52,benign
com.fss.hdfc,iMobile 2025,20,31,145.44,benign
com.skyspot.Trading,Sbi Cards Services,20,28,25.44,malicious
in.one97.paytm,FedMobile,20,32,229.91,benign
in.hdfcbank.SBIFreedomPlus,Kotak811,23,30,231.73,benign
com.phonepe.npci.lite,IDBI Bank Free,21,28,159.78,benign
in.kotak811mobilebankingapp.SBIFreedomPlus,IndusMobile,28,35,245.51,benign
com.fss.icici.free,iMobile,24,34,174.16,benign
com.tus.baxi,Free Gift Rewards Secure,21,35,30.8,malicious
com.snapwork.instantsavingsupiscanandpayrecharge,FedMobile,20,35,93.37,benign
in.csam.android.secure,YONO SBI,23,29,176.34,benign
net.one97.indus,PhonePe,21,32,51.98,benign
in.fss.npci,Yono Lite SBI Secure,31,35,60.9,benign
com.axis.lotusintouch.lite,YONO SBI Pro,30,30,117.54,benign
com.one97.icici,PhonePe Secure,27,36,89.03,benign
com.hdfcbank.IDBI,BHIM,28,36,232.32,benign
net.bankofbaroda.app.lite,IndusMobile 2025,24,35,190.56,benign
com.kotak811mobilebankingapp.icici.update,HDFC Bank App Free,21,34,205.11,benign
net.csam.IDBI.update,FedMobile,26,28,125.23,benign
in.sbi.app,FedMobile,29,33,42.26,benign
in.csam.app,iMobile Secure,29,33,207.59,benign
in.org.lotusintouch.lite,IndusMobile,26,35,105.24,benign
net.bankofbaroda.icici,Yono Lite SBI Pro,26,29,137.14,benign
net.kotak811mobilebankingapp.instantsavingsupiscanandpayrecharge,Paytm,29,31,196.04,benign
com.example.NkTdhVmwB.pro,Sbi Cards Services Secure,25,36,29.34,malicious
com.phonepe.indus,IDBI Bank,19,29,149.05,benign
in.fedmobile.mobile,BHIM Lite,24,29,100.34,benign
in.fss.app,iMobile,22,28,62.59,benign
com.axis.npci.service,bob World,28,35,114.28,benign
com.fss.SBIFreedomPlus,Paytm,30,30,181.89,benign
com.csam.paytm.secure,bob World,27,28,185.25,benign
in.fss.app,Kotak811 Pro,31,36,172.19,benign
com.tus.baxi,mуCаrԁ Free,18,31,38.08,malicious
com.rc888.znqxc,Free Gift Rewards 2025,17,29,12.59,malicious
com.bankofbaroda.icici.secure,bob World,22,34,60.5,benign
in.csam.IDBI,Kotak811 2025,20,29,193.58,benign
in.hdfcbank.mobile,IndusMobile Secure,20,34,131.55,benign
net.fss.paytm,BHIM 2025,28,35,237.14,benign
com.snapwork.paytm,bob World Free,31,33,156.02,benign
com.hdfcbank.hdfc,Paytm Pro,31,34,166.74,benign
com.mbxajzg.nwacm,Flash Player Pro,25,29,1.65,malicious
net.axis.app,PhonePe 2025,24,32,166.12,benign
com.hdfcbank.instantsavingsupiscanandpayrecharge,iMobile,28,32,181.27,benign
net.kotak811mobilebankingapp.lotusintouch,YONO SBI,22,35,119.15,benign
com.hFEOw.znqxc,Axis Bank Secure,25,34,2.57,malicious
net.kotak811mobilebankingapp.paytm,IndusMobile,26,32,139.95,benign
com.rc888.ubxzjtjugbt,System Update 2025,25,30,48.92,malicious
net.org.indus,PhonePe,31,31,142.44,benign
net.org.IDBI.service,BHIM,25,29,53.92,benign
com.lgcylq.jkohjvyijw,System Update Free,24,24,17.38,malicious
net.kotak811mobilebankingapp.mobile,HDFC Bank App Lite,26,34,145.02,benign
com.org.IDBI,iMobile,23,28,134.04,benign
in.phonepe.mobile.update,FedMobile,22,33,109.78,benign
com.tus.NkTdhVmwB,RBL Credit Card,24,27,1.91,malicious
in.csam.mobile,Yono Lite SBI,28,30,243.14,benign
com.one97.indus,IndusMobile Free,22,34,118.43,benign
com.rc888.example,Flash Player Lite,15,28,17.68,malicious
in.hdfcbank.hdfc,FedMobile Free,30,35,105.79,benign
net.one97.hdfc,Axis Mobile 2025,20,28,199.91,benign
com.NWilfxj.ubxzjtjugbt,RBL Credit Card 2025,22,33,10.49,malicious
com.example.NkTdhVmwB,Proteção Cartões,15,32,33.47,malicious
com.org.android.service,Paytm,26,34,176.85,benign
com.saltedge.FxKDr,Sbi Cards Services,18,34,36.53,malicious
net.org.IDBI,HDFC Bank,21,33,164.62,benign
com.uvsjtq.efdfbbp,Ѕbі Crеԁіt Cаrԁ Pro,24,26,45.4,malicious
in.fss.hdfc,FedMobile Lite,27,28,79.52,benign
com.hFEOw.baxi,Flash Player,16,22,31.75,malicious
com.one97.android,iMobile,24,36,62.73,benign
com.hFEOw.example,Flash Player,21,32,27.89,malicious
net.fss.SBIFreedomPlus.free,BHIM 2025,26,33,36.19,benign
in.fss.mobile,bob World Secure,24,34,193.12,benign
com.sbi.SBIFreedomPlus,HDFC Bank App Lite,22,32,157.58,benign
net.fedmobile.IDBI.lite,iMobile,21,36,232.61,benign
net.phonepe.mobile,bob World,31,35,224.43,benign
com.fss.app,Yono Lite SBI,23,36,158.92,benign
in.axis.hdfc,IndusMobile,20,31,71.78,benign
net.fss.instantsavingsupiscanandpayrecharge,PhonePe 2025,29,30,75.74,benign
com.tus.FxKDr.secure,mуCаrԁ Secure,23,28,26.34,malicious
com.NWilfxj.nwacm,Sbi Cards Services Secure,16,30,17.53,malicious
com.skyspot.baxi,RBL Credit Card Secure,15,25,13.04,malicious
com.kotak811mobilebankingapp.paytm,IndusMobile,21,34,35.23,benign
in.kotak811mobilebankingapp.mconnect.free,BHIM 2025,28,36,147.8,benign
com.tus.baxi,mуCаrԁ,15,26,46.89,malicious
net.phonepe.app,Paytm Free,24,28,174.94,benign
com.example.Trading,Proteção Cartões Secure,24,27,45.73,malicious
com.csam.paytm,iMobile Pro,31,33,84.7,benign
com.nwpnit.jkohjvyijw,Sbi Cards Services,15,25,33.46,malicious
in.fedmobile.npci.service,Axis Mobile,20,28,173.95,benign
net.kotak811mobilebankingapp.npci,FedMobile 2025,25,31,168.13,benign
com.kotak811mobilebankingapp.android,HDFC Bank App,28,36,123.54,benign
com.snapwork.indus,Paytm,21,33,92.66,benign
com.jynns.baxi,System Update,21,25,1.64,malicious
com.NWilfxj.NkTdhVmwB,ІΝDUЅІΝD Crеԁіt Cаrԁ,23,34,28.91,malicious
in.one97.icici,Paytm Secure,19,30,110.06,benign
com.snapwork.app,Paytm,25,36,141.49,benign
net.csam.paytm,iMobile 2025,31,35,77.18,benign
net.phonepe.android.free,Paytm Secure,28,28,181.96,benign
net.sbi.IDBI,PhonePe Free,23,36,167.14,benign
net.fedmobile.IDBI,IDBI Bank,22,34,78.42,benign
com.skyspot.Trading,ІΝDUЅІΝD Crеԁіt Cаrԁ,19,28,24.96,malicious
com.fedmobile.paytm,HDFC Bank Lite,29,35,123.2,benign
com.skyspot.example,Іոԁusіոԁ Crеԁіt Cаrԁ,22,33,45.56,malicious
in.kotak811mobilebankingapp.hdfc.update,IDBI Bank Free,21,33,54.76,benign
com.mbxajzg.ubxzjtjugbt,Free Gift Rewards 2025,21,22,43.2,malicious
com.saltedge.ubxzjtjugbt,Free Gift Rewards,21,35,19.21,malicious
com.nwpnit.FxKDr,Proteção Cartões,15,27,7.64,malicious
com.bankofbaroda.lotusintouch,FedMobile 2025,22,36,42.69,benign
in.phonepe.instantsavingsupiscanandpayrecharge,FedMobile Lite,27,35,45.45,benign
net.sbi.app.service,Yono Lite SBI Secure,31,32,115.33,benign
in.snapwork.lotusintouch.secure,Axis Mobile,30,33,239.29,benign
com.skyspot.jkohjvyijw.lite,Flash Player,25,30,2.61,malicious
com.one97.icici,IndusMobile Free,23,35,178.4,benign
in.csam.paytm,bob World Free,22,34,97.87,benign
com.snapwork.lotusintouch.free,BHIM 2025,20,31,121.71,benign
in.csam.instantsavingsupiscanandpayrecharge,HDFC Bank App,29,29,164.67,benign
net.axis.hdfc,PhonePe,30,35,185.26,benign
com.csam.SBIFreedomPlus.service,HDFC Bank,25,32,228.93,benign
net.hdfcbank.npci.pro,HDFC Bank,23,30,201.58,benign
com.one97.paytm.free,IDBI Bank,29,29,219.92,benign
com.saltedge.example,Flash Player,17,36,6.07,malicious
com.jynns.znqxc.service,Sbi Cards Services,22,24,19.52,malicious
com.axis.indus.lite,IndusMobile Pro,27,28,140.06,benign
net.fss.hdfc,YONO SBI,27,35,118.68,benign
com.org.app,Kotak811 2025,27,34,131.68,benign
in.sbi.app.service,Kotak811,25,35,118.72,benign
in.hdfcbank.indus,IndusMobile Secure,30,36,178.21,benign
net.one97.paytm,IndusMobile,24,35,54.32,benign
com.snapwork.paytm,PhonePe,26,28,205.26,benign
com.saltedge.znqxc,Ѕbі Crеԁіt Cаrԁ 2025,24,28,40.06,malicious
net.csam.IDBI.lite,Axis Mobile,30,34,171.05,benign
net.csam.indus,IndusMobile,23,30,181.0,benign
in.fedmobile.npci,IndusMobile,26,36,189.64,benign
com.fedmobile.npci.secure,Kotak811,30,34,54.04,benign
com.skyspot.efdfbbp,System Update Free,23,25,23.57,malicious
net.fedmobile.IDBI,FedMobile Lite,20,33,195.7,benign
net.sbi.android.free,bob World,28,30,210.15,benign
com.hdfcbank.hdfc,BHIM Free,31,33,46.09,benign
net.fss.SBIFreedomPlus,Paytm Pro,20,32,82.25,benign
in.bankofbaroda.app,HDFC Bank Secure,24,33,108.11,benign
net.org.icici,IndusMobile 2025,22,32,45.84,benign
in.one97.npci,iMobile Free,23,32,245.35,benign
com.NWilfxj.example,Flash Player,20,31,47.24,malicious
net.fss.npci,HDFC Bank App,30,33,242.34,benign
net.fss.mconnect.pro,Axis Mobile,25,35,242.0,benign
com.skyspot.efdfbbp.secure,Ѕbі Crеԁіt Cаrԁ Free,16,31,29.58,malicious
com.hFEOw.nwacm,YONO SBI,16,30,1.2,malicious
com.one97.paytm,FedMobile,26,35,204.27,benign
in.snapwork.instantsavingsupiscanandpayrecharge,IDBI Bank Free,23,31,109.26,benign
com.tus.fake_oauth_client_xf.free,Іոԁusіոԁ Crеԁіt Cаrԁ,19,36,17.31,malicious
net.csam.android,iMobile,27,35,249.56,benign
com.uvsjtq.baxi,Free Gift Rewards Secure,19,24,22.3,malicious
com.phonepe.instantsavingsupiscanandpayrecharge.update,iMobile Lite,23,28,40.04,benign
in.phonepe.app.pro,IDBI Bank 2025,26,33,140.34,benign
com.saltedge.Trading.free,RBL Credit Card Secure,17,36,8.56,malicious
com.bankofbaroda.SBIFreedomPlus,IDBI Bank,24,32,151.24,benign
com.tus.ubxzjtjugbt,Proteção Cartões,23,30,24.04,malicious
in.hdfcbank.app.free,FedMobile Lite,27,33,153.59,benign
net.csam.instantsavingsupiscanandpayrecharge,bob World,21,29,116.37,benign
com.fedmobile.app,FedMobile,26,35,148.49,benign
com.bankofbaroda.hdfc.free,IDBI Bank 2025,23,36,152.89,benign
in.one97.hdfc,IndusMobile 2025,20,34,216.34,benign
com.phonepe.hdfc,Paytm Pro,25,30,48.27,benign
com.csam.mconnect,Kotak811 Secure,30,35,54.34,benign
com.phonepe.SBIFreedomPlus.update,YONO SBI,22,29,155.9,benign
net.bankofbaroda.indus.free,Yono Lite SBI Free,26,31,171.73,benign
net.csam.app.free,HDFC Bank 2025,31,33,163.67,benign
in.fss.lotusintouch,Paytm,27,36,48.06,benign
net.hdfcbank.app,IDBI Bank Pro,26,31,101.24,benign
com.fss.hdfc,HDFC Bank Free,24,30,99.53,benign
in.sbi.hdfc,IDBI Bank 2025,29,31,125.59,benign
net.kotak811mobilebankingapp.lotusintouch.pro,BHIM,30,34,131.81,benign
in.fedmobile.SBIFreedomPlus,bob World,23,31,204.04,benign
net.fss.SBIFreedomPlus.pro,Yono Lite SBI,28,31,102.34,benign
com.snapwork.icici.free,Axis Mobile,29,33,172.46,benign
com.saltedge.baxi.free,Му Cаrԁs 2025,17,28,12.0,malicious
com.uvsjtq.NkTdhVmwB,System Update Pro,16,30,44.66,malicious
in.fedmobile.lotusintouch.update,Yono Lite SBI Pro,21,28,109.42,benign
net.one97.android.secure,bob World Lite,24,31,141.69,benign
com.snapwork.hdfc,Paytm,19,33,64.86,benign
net.kotak811mobilebankingapp.icici.free,YONO SBI,21,29,177.14,benign
com.snapwork.instantsavingsupiscanandpayrecharge.lite,iMobile,19,35,218.79,benign
net.phonepe.lotusintouch,Paytm,27,31,107.72,benign
net.phonepe.IDBI.lite,PhonePe,24,32,204.21,benign
net.sbi.app,YONO SBI,21,28,95.95,benign
net.fedmobile.mconnect.pro,FedMobile Pro,24,28,105.95,benign
net.org.mobile,IDBI Bank,31,35,230.58,benign
in.fedmobile.app.service,Paytm 2025,23,35,201.62,benign
in.sbi.npci,IDBI Bank Free,25,32,101.3,benign
com.hFEOw.ubxzjtjugbt,mуCаrԁ Lite,24,32,10.88,malicious
in.fedmobile.lotusintouch.pro,bob World Lite,30,35,41.97,benign
com.fedmobile.lotusintouch,HDFC Bank Secure,22,36,220.47,benign
com.bankofbaroda.android,Axis Mobile,26,32,173.33,benign
in.sbi.instantsavingsupiscanandpayrecharge.secure,HDFC Bank,26,28,230.43,benign
com.hFEOw.NkTdhVmwB,mуCаrԁ 2025,22,22,17.93,malicious
net.phonepe.IDBI,HDFC Bank App Pro,20,35,56.89,benign
com.example.FxKDr.free,mуCаrԁ,23,35,14.82,malicious
com.nwpnit.ubxzjtjugbt,ІΝDUЅІΝD Crеԁіt Cаrԁ Secure,22,33,32.55,malicious
net.csam.instantsavingsupiscanandpayrecharge,HDFC Bank App,19,30,177.68,benign
net.axis.indus.service,IndusMobile,25,33,219.96,benign
com.csam.SBIFreedomPlus,PhonePe,26,33,45.14,benign
in.sbi.mconnect.update,HDFC Bank,30,32,243.96,benign
net.phonepe.mconnect,Yono Lite SBI Lite,26,32,58.69,benign
com.NWilfxj.example,YONO SBI Pro,17,28,10.63,malicious
net.fss.hdfc.secure,HDFC Bank App,25,33,134.74,benign
com.sbi.SBIFreedomPlus,bob World,27,34,148.61,benign
com.lgcylq.fake_oauth_client_xf.pro,Sbi Cards Services Pro,24,28,24.3,malicious
net.fedmobile.indus.pro,FedMobile Lite,31,34,111.85,benign
in.hdfcbank.npci,FedMobile,31,34,59.64,benign
in.fedmobile.instantsavingsupiscanandpayrecharge,Yono Lite SBI,30,34,84.04,benign
com.jynns.NkTdhVmwB,Sbi Cards Services,18,29,16.28,malicious
com.axis.npci.lite,Paytm Lite,29,34,204.05,benign
com.org.instantsavingsupiscanandpayrecharge,IDBI Bank Secure,24,32,115.67,benign
com.lgcylq.NkTdhVmwB.service,Sbi Cards Services,16,29,14.77,malicious
net.bankofbaroda.indus,PhonePe,23,32,37.44,benign
net.csam.icici,IDBI Bank,26,34,49.13,benign
net.org.instantsavingsupiscanandpayrecharge.secure,bob World,30,36,213.69,benign
com.phonepe.SBIFreedomPlus,bob World,27,28,187.37,benign
com.NWilfxj.nwacm,Free Gift Rewards Lite,21,36,12.54,malicious
net.fss.paytm,BHIM,27,29,206.8,benign
com.mbxajzg.baxi,Ѕbі Crеԁіt Cаrԁ Pro,21,28,30.96,malicious
net.bankofbaroda.icici.lite,iMobile,19,36,126.06,benign
com.hdfcbank.npci,BHIM,23,28,152.36,benign
com.uvsjtq.FxKDr,Proteção Cartões,19,29,4.42,malicious
net.org.SBIFreedomPlus,IDBI Bank Secure,27,29,124.0,benign
net.sbi.indus.service,Axis Mobile Lite,19,31,120.89,benign
in.csam.mobile.free,HDFC Bank 2025,27,28,209.81,benign
net.bankofbaroda.android,Kotak811,22,28,123.64,benign
com.lgcylq.efdfbbp,YONO SBI,15,25,4.91,malicious
net.phonepe.lotusintouch,YONO SBI,30,30,132.6,benign
net.sbi.indus.lite,Yono Lite SBI,24,28,149.7,benign
in.snapwork.indus,HDFC Bank App,20,29,60.14,benign
com.example.baxi,Му Cаrԁs Secure,22,34,35.24,malicious
com.org.mconnect,HDFC Bank App 2025,21,30,112.8,benign
in.org.icici.secure,YONO SBI Pro,31,31,231.5,benign
in.phonepe.paytm.pro,Axis Mobile,19,30,84.06,benign
net.csam.hdfc,BHIM Free,22,35,244.61,benign
com.rc888.efdfbbp,Free Gift Rewards Free,16,26,21.71,malicious
net.phonepe.mobile.pro,BHIM Free,29,33,116.01,benign
com.uvsjtq.android,RBL Credit Card Lite,16,33,24.04,malicious
in.fss.mobile,IndusMobile Lite,25,32,134.06,benign
net.axis.app,Kotak811,25,33,185.43,benign
net.csam.app,bob World,19,33,154.88,benign
com.saltedge.znqxc,Іոԁusіոԁ Crеԁіt Cаrԁ 2025,24,28,34.88,malicious
in.axis.lotusintouch,Paytm,24,35,116.37,benign
net.phonepe.icici,Kotak811 2025,21,30,95.12,benign
com.uvsjtq.example,Axis Bank,16,32,41.56,malicious
net.phonepe.mconnect.service,Yono Lite SBI,26,34,187.36,benign
in.kotak811mobilebankingapp.npci,IDBI Bank,23,28,98.67,benign
in.hdfcbank.app.lite,IDBI Bank,28,33,39.63,benign
net.snapwork.hdfc.free,HDFC Bank App,26,29,151.29,benign
com.hFEOw.nwacm.service,mуCаrԁ,20,32,39.47,malicious
com.kotak811mobilebankingapp.mconnect,bob World,31,34,155.37,benign
in.csam.lotusintouch,Kotak811,25,28,238.18,benign
in.hdfcbank.icici,Paytm Pro,21,29,145.28,benign
in.org.icici.pro,iMobile,19,36,203.79,benign
com.phonepe.IDBI,Yono Lite SBI,26,34,183.5,benign
com.skyspot.baxi,ІΝDUЅІΝD Crеԁіt Cаrԁ,21,33,45.92,malicious
com.mbxajzg.example,Ѕbі Crеԁіt Cаrԁ,15,35,39.86,malicious
com.skyspot.example,Proteção Cartões Secure,21,28,43.68,malicious
in.hdfcbank.mobile,Yono Lite SBI Secure,29,31,202.97,benign
net.phonepe.SBIFreedomPlus,Kotak811 Pro,28,30,133.66,benign
in.phonepe.paytm,IDBI Bank,23,29,202.88,benign
in.hdfcbank.android,Kotak811,27,28,144.32,benign
net.sbi.paytm,HDFC Bank,30,36,62.28,benign
net.org.IDBI,HDFC Bank App 2025,30,35,71.35,benign
net.snapwork.android,iMobile Pro,19,29,209.16,benign
in.one97.indus.update,Paytm Lite,21,34,65.65,benign
com.org.indus,HDFC Bank App,30,36,206.16,benign
com.lgcylq.fake_oauth_client_xf,Free Gift Rewards,20,34,7.86,malicious
net.csam.indus,BHIM,19,31,75.66,benign
in.sbi.IDBI,Paytm Pro,25,28,87.18,benign
in.phonepe.hdfc,YONO SBI Pro,25,36,249.13,benign
com.fedmobile.indus,BHIM,26,28,88.5,benign
net.sbi.IDBI.service,Yono Lite SBI,23,34,81.88,benign
com.jynns.FxKDr,Free Gift Rewards,17,27,10.87,malicious
com.csam.lotusintouch,iMobile,30,30,56.57,benign
com.uvsjtq.baxi,Flash Player Pro,17,30,43.88,malicious
in.sbi.paytm,Axis Mobile,27,30,113.48,benign
net.snapwork.icici,YONO SBI Lite,22,29,157.46,benign
net.fss.npci.free,IndusMobile,31,31,57.97,benign
net.hdfcbank.instantsavingsupiscanandpayrecharge.free,IDBI Bank,24,35,119.09,benign
